nome_norm,uf,lat,lon,nome
fortuna de minas,MG,-19.5395,-44.5218,Fortuna De Minas
francisco badaro,MG,-16.9432,-42.2891,Francisco Badaró
francisco dumont,MG,-17.3974,-44.2361,Francisco Dumont
francisco sa,MG,-16.424,-43.4939,Francisco Sá
franciscopolis,MG,-17.9688,-41.9426,Franciscópolis
frei gaspar,MG,-18.1434,-41.4941,Frei Gaspar
frei inocencio,MG,-18.5175,-41.8839,Frei Inocêncio
frei lagonegro,MG,-18.1532,-42.7544,Frei Lagonegro
fronteira,MG,-20.2047,-49.162,Fronteira
fronteira dos vales,MG,-16.8922,-40.8394,Fronteira Dos Vales
fruta de leite,MG,-16.1428,-42.5282,Fruta De Leite
frutal,MG,-20.0478,-48.9908,Frutal
funilandia,MG,-19.347,-44.0741,Funilândia
galileia,MG,-18.871,-41.485,Galiléia
gameleiras,MG,-14.9903,-43.2748,Gameleiras
glaucilandia,MG,-16.8879,-43.6424,Glaucilândia
goiabeira,MG,-19.0223,-41.2271,Goiabeira
goiana,MG,-21.5511,-43.2044,Goianá
goncalves,MG,-22.6777,-45.8402,Gonçalves
gonzaga,MG,-18.8698,-42.514,Gonzaga
gouveia,MG,-18.5496,-43.8828,Gouveia
governador valadares,MG,-18.7548,-41.9597,Governador Valadares
grao mogol,MG,-16.5259,-42.9586,Grão Mogol
grupiara,MG,-18.4664,-47.778,Grupiara
guanhaes,MG,-18.8802,-42.8101,Guanhães
guape,MG,-20.7633,-45.927,Guapé
guaraciaba,MG,-20.5689,-43.0257,Guaraciaba
guaraciama,MG,-17.0843,-43.6096,Guaraciama
guaranesia,MG,-21.2956,-46.8221,Guaranésia
guarani,MG,-21.3403,-43.0609,Guarani
guarara,MG,-21.7466,-43.022,Guarará
guarda-mor,MG,-17.7276,-47.1283,Guarda-Mor
guaxupe,MG,-21.277,-46.6861,Guaxupé
guidoval,MG,-21.1709,-42.791,Guidoval
guimarania,MG,-18.7925,-46.7671,Guimarânia
guiricema,MG,-21.0234,-42.7009,Guiricema
gurinhata,MG,-19.0771,-49.8928,Gurinhatã
heliodora,MG,-22.0403,-45.5279,Heliodora
iapu,MG,-19.3576,-42.2526,Iapu
ibertioga,MG,-21.453,-43.9346,Ibertioga
ibia,MG,-19.55,-46.5769,Ibiá
ibiai,MG,-16.7976,-44.809,Ibiaí
ibiracatu,MG,-15.6422,-44.1201,Ibiracatu
ibiraci,MG,-20.3744,-47.1245,Ibiraci
ibirite,MG,-20.0167,-44.0761,Ibirité
ibitiura de minas,MG,-22.0586,-46.4071,Ibitiúra De Minas
ibituruna,MG,-21.1628,-44.7859,Ibituruna
icarai de minas,MG,-16.1929,-44.8545,Icaraí De Minas
igarape,MG,-20.0454,-44.3093,Igarapé
igaratinga,MG,-19.9442,-44.7449,Igaratinga
iguatama,MG,-20.1088,-45.7469,Iguatama
ijaci,MG,-21.1669,-44.9174,Ijaci
ilicinea,MG,-20.9148,-45.7995,Ilicínea
imbe de minas,MG,-19.6445,-41.9818,Imbé De Minas
inconfidentes,MG,-22.3415,-46.2752,Inconfidentes
indaiabira,MG,-15.5609,-42.1566,Indaiabira
indianopolis,MG,-18.9768,-47.8771,Indianópolis
ingai,MG,-21.414,-44.9334,Ingaí
inhapim,MG,-19.4877,-41.9489,Inhapim
inhauma,MG,-19.4976,-44.414,Inhaúma
inimutaba,MG,-18.7311,-44.2619,Inimutaba
ipaba,MG,-19.3955,-42.3802,Ipaba
ipanema,MG,-19.756,-41.7712,Ipanema
ipatinga,MG,-19.4354,-42.6107,Ipatinga
ipiacu,MG,-18.7025,-49.9315,Ipiaçu
ipuiuna,MG,-22.0097,-46.1382,Ipuiúna
irai de minas,MG,-19.0544,-47.4528,Iraí De Minas
itabira,MG,-19.558,-43.3027,Itabira
itabirinha,MG,-18.5479,-41.2557,Itabirinha
itabirito,MG,-20.2354,-43.7464,Itabirito
itacambira,MG,-16.8529,-43.3089,Itacambira
itacarambi,MG,-15.1428,-44.1669,Itacarambi
itaguara,MG,-20.3533,-44.5117,Itaguara
itaipe,MG,-17.4248,-41.633,Itaipé
itajuba,MG,-22.4169,-45.4109,Itajubá
itamarandiba,MG,-17.848,-42.8596,Itamarandiba
itamarati de minas,MG,-21.4159,-42.8533,Itamarati De Minas
itambacuri,MG,-18.1639,-41.838,Itambacuri
itambe do mato dentro,MG,-19.3959,-43.3496,Itambé Do Mato Dentro
itamogi,MG,-21.0894,-47.0631,Itamogi
itamonte,MG,-22.2795,-44.7572,Itamonte
itanhandu,MG,-22.3192,-44.9149,Itanhandu
itanhomi,MG,-19.153,-41.8425,Itanhomi
itaobim,MG,-16.5464,-41.5325,Itaobim
itapagipe,MG,-19.7807,-49.446,Itapagipe
itapecerica,MG,-20.4535,-45.1109,Itapecerica
itapeva,MG,-22.7005,-46.2078,Itapeva
itatiaiucu,MG,-20.203,-44.4547,Itatiaiuçu
itau de minas,MG,-20.7313,-46.7769,Itaú De Minas
itauna,MG,-20.0798,-44.5678,Itaúna
itaverava,MG,-20.6971,-43.6148,Itaverava
itinga,MG,-16.5893,-41.8447,Itinga
itueta,MG,-19.3765,-41.0977,Itueta
ituiutaba,MG,-18.9589,-49.5643,Ituiutaba
itumirim,MG,-21.265,-44.8336,Itumirim
iturama,MG,-19.6756,-50.3976,Iturama
itutinga,MG,-21.3421,-44.7052,Itutinga
jaboticatubas,MG,-19.4494,-43.7663,Jaboticatubas
jacinto,MG,-16.175,-40.3427,Jacinto
jacui,MG,-21.0136,-46.7298,Jacuí
jacutinga,MG,-22.2686,-46.5778,Jacutinga
jaguaracu,MG,-19.6301,-42.711,Jaguaraçu
jaiba,MG,-15.19,-43.6187,Jaíba
jampruca,MG,-18.4635,-41.7363,Jampruca
janauba,MG,-15.8191,-43.3799,Janaúba
januaria,MG,-15.3024,-44.7978,Januária
japaraiba,MG,-20.1254,-45.554,Japaraíba
japonvar,MG,-15.911,-44.3442,Japonvar
jeceaba,MG,-20.5537,-44.0531,Jeceaba
jenipapo de minas,MG,-17.1745,-42.2274,Jenipapo De Minas
jequeri,MG,-20.4694,-42.6141,Jequeri
jequitai,MG,-17.2275,-44.4603,Jequitaí
jequitiba,MG,-19.2027,-44.0112,Jequitibá
jequitinhonha,MG,-16.3886,-41.0695,Jequitinhonha
jesuania,MG,-22.0141,-45.2891,Jesuânia
joaima,MG,-16.8134,-41.024,Joaíma
joanesia,MG,-19.1954,-42.7083,Joanésia
joao monlevade,MG,-19.8291,-43.1709,João Monlevade
joao pinheiro,MG,-17.4835,-46.0003,João Pinheiro
joaquim felicio,MG,-17.6679,-44.1267,Joaquim Felício
jordania,MG,-15.8755,-40.3359,Jordânia
jose goncalves de minas,MG,-16.8938,-42.6668,José Gonçalves De Minas
jose raydan,MG,-18.2359,-42.4929,José Raydan
josenopolis,MG,-16.5435,-42.5181,Josenópolis
nova uniao,MG,-19.6385,-43.5779,Nova União
juatuba,MG,-19.9572,-44.3439,Juatuba
juiz de fora,MG,-21.7559,-43.4423,Juiz De Fora
juramento,MG,-16.8696,-43.5618,Juramento
juruaia,MG,-21.213,-46.5108,Juruaia
juvenilia,MG,-14.3597,-44.1063,Juvenília
ladainha,MG,-17.6454,-41.834,Ladainha
lagamar,MG,-18.0618,-46.7236,Lagamar
lagoa da prata,MG,-19.9847,-45.5221,Lagoa Da Prata
lagoa dos patos,MG,-17.0527,-44.6782,Lagoa Dos Patos
lagoa dourada,MG,-20.8889,-44.0864,Lagoa Dourada
lagoa formosa,MG,-18.7707,-46.3523,Lagoa Formosa
lagoa grande,MG,-17.7373,-46.5105,Lagoa Grande
lagoa santa,MG,-19.6151,-43.8811,Lagoa Santa
lajinha,MG,-20.1146,-41.5741,Lajinha
lambari,MG,-21.9939,-45.3593,Lambari
lamim,MG,-20.7802,-43.4755,Lamim
laranjal,MG,-21.3458,-42.4482,Laranjal
lassance,MG,-17.8789,-44.6741,Lassance
lavras,MG,-21.2514,-45.0307,Lavras
leandro ferreira,MG,-19.6723,-45.0365,Leandro Ferreira
leme do prado,MG,-17.0641,-42.7434,Leme Do Prado
leopoldina,MG,-21.5268,-42.6253,Leopoldina
liberdade,MG,-22.011,-44.3497,Liberdade
lima duarte,MG,-21.7975,-43.8841,Lima Duarte
limeira do oeste,MG,-19.3703,-50.6386,Limeira Do Oeste
lontra,MG,-15.8473,-44.2774,Lontra
luisburgo,MG,-20.4456,-42.0694,Luisburgo
luislandia,MG,-16.1727,-44.5713,Luislândia
luminarias,MG,-21.5106,-44.9027,Luminárias
luz,MG,-19.841,-45.6589,Luz
machacalis,MG,-17.0732,-40.7122,Machacalis
machado,MG,-21.6914,-45.878,Machado
madre de deus de minas,MG,-21.4806,-44.3439,Madre De Deus De Minas
malacacheta,MG,-17.8265,-42.0921,Malacacheta
mamonas,MG,-15.0025,-42.9528,Mamonas
manga,MG,-14.6455,-44.1489,Manga
manhuacu,MG,-20.1771,-42.111,Manhuaçu
manhumirim,MG,-20.3434,-41.9281,Manhumirim
mantena,MG,-18.6784,-41.1007,Mantena
maravilhas,MG,-19.4987,-44.6564,Maravilhas
mar de espanha,MG,-21.8746,-43.0286,Mar De Espanha
maria da fe,MG,-22.3169,-45.295,Maria Da Fé
mariana,MG,-20.3109,-43.3121,Mariana
marilac,MG,-18.4969,-42.0681,Marilac
mario campos,MG,-20.0718,-44.1735,Mário Campos
maripa de minas,MG,-21.6884,-42.9639,Maripá De Minas
marlieria,MG,-19.6884,-42.6212,Marliéria
marmelopolis,MG,-22.4575,-45.1652,Marmelópolis
martinho campos,MG,-19.3732,-45.2204,Martinho Campos
martins soares,MG,-20.2559,-41.8442,Martins Soares
mata verde,MG,-15.7618,-40.713,Mata Verde
materlandia,MG,-18.4446,-43.0112,Materlândia
mateus leme,MG,-20.0147,-44.4441,Mateus Leme
matias barbosa,MG,-21.8655,-43.2957,Matias Barbosa
matias cardoso,MG,-14.8772,-43.6852,Matias Cardoso
matipo,MG,-20.2929,-42.3124,Matipó
mato verde,MG,-15.416,-42.9017,Mato Verde
matozinhos,MG,-19.512,-44.0379,Matozinhos
matutina,MG,-19.1737,-45.9773,Matutina
medeiros,MG,-19.9871,-46.3746,Medeiros
medina,MG,-16.2864,-41.5238,Medina
mendes pimentel,MG,-18.6166,-41.3486,Mendes Pimentel
merces,MG,-21.1903,-43.3261,Mercês
mesquita,MG,-19.2523,-42.6105,Mesquita
minas novas,MG,-17.3489,-42.4053,Minas Novas
minduri,MG,-21.6666,-44.6112,Minduri
mirabela,MG,-16.2596,-44.1533,Mirabela
miradouro,MG,-20.8429,-42.3806,Miradouro
mirai,MG,-21.1535,-42.5934,Miraí
miravania,MG,-14.7275,-44.4253,Miravânia
moeda,MG,-20.322,-44.0254,Moeda
moema,MG,-19.8321,-45.4153,Moema
monjolos,MG,-18.3926,-44.0178,Monjolos
monsenhor paulo,MG,-21.7124,-45.476,Monsenhor Paulo
montalvania,MG,-14.4905,-44.5207,Montalvânia
monte alegre de minas,MG,-18.7979,-48.9173,Monte Alegre De Minas
monte azul,MG,-15.2108,-42.9788,Monte Azul
monte belo,MG,-21.3268,-46.3113,Monte Belo
monte carmelo,MG,-18.6479,-47.5059,Monte Carmelo
monte formoso,MG,-16.8878,-41.2814,Monte Formoso
monte santo de minas,MG,-21.1776,-46.9555,Monte Santo De Minas
montes claros,MG,-16.6101,-43.9315,Montes Claros
monte siao,MG,-22.4206,-46.5199,Monte Sião
montezuma,MG,-15.1642,-42.4822,Montezuma
morada nova de minas,MG,-18.6055,-45.4159,Morada Nova De Minas
morro da garca,MG,-18.6092,-44.6309,Morro Da Garça
morro do pilar,MG,-19.2012,-43.4076,Morro Do Pilar
munhoz,MG,-22.6194,-46.3387,Munhoz
muriae,MG,-21.0577,-42.4373,Muriaé
mutum,MG,-19.8971,-41.455,Mutum
muzambinho,MG,-21.3602,-46.5239,Muzambinho
nacip raydan,MG,-18.4644,-42.166,Nacip Raydan
nanuque,MG,-17.7669,-40.4908,Nanuque
naque,MG,-19.1705,-42.3444,Naque
natalandia,MG,-16.5682,-46.4802,Natalândia
natercia,MG,-22.129,-45.4723,Natércia
nazareno,MG,-21.2293,-44.6065,Nazareno
nepomuceno,MG,-21.2154,-45.2482,Nepomuceno
ninheira,MG,-15.3732,-41.6981,Ninheira
nova belem,MG,-18.4984,-41.1036,Nova Belém
nova era,MG,-19.7023,-43.0151,Nova Era
nova lima,MG,-20.0607,-43.8818,Nova Lima
nova modica,MG,-18.4544,-41.507,Nova Módica
nova ponte,MG,-19.2014,-47.6905,Nova Ponte
nova porteirinha,MG,-15.7134,-43.275,Nova Porteirinha
nova resende,MG,-21.0901,-46.43,Nova Resende
nova serrana,MG,-19.8289,-44.9708,Nova Serrana
novo cruzeiro,MG,-17.3523,-41.9689,Novo Cruzeiro
novo oriente de minas,MG,-17.2428,-41.2273,Novo Oriente De Minas
novorizonte,MG,-16.0042,-42.3948,Novorizonte
olaria,MG,-21.8952,-43.9582,Olaria
olhos-d'agua,MG,-17.5163,-43.597,Olhos-D'água
olimpio noronha,MG,-22.089,-45.2825,Olímpio Noronha
oliveira,MG,-20.7446,-44.7209,Oliveira
oliveira fortes,MG,-21.3307,-43.512,Oliveira Fortes
onca de pitangui,MG,-19.7036,-44.7484,Onça De Pitangui
oratorios,MG,-20.4305,-42.8017,Oratórios
orizania,MG,-20.5181,-42.2149,Orizânia
ouro branco,MG,-20.5288,-43.6868,Ouro Branco
ouro fino,MG,-22.2601,-46.3862,Ouro Fino
ouro preto,MG,-20.388,-43.6194,Ouro Preto
ouro verde de minas,MG,-18.0287,-41.2921,Ouro Verde De Minas
padre carvalho,MG,-16.2925,-42.601,Padre Carvalho
padre paraiso,MG,-17.0554,-41.5356,Padre Paraíso
paineiras,MG,-18.9074,-45.5019,Paineiras
pains,MG,-20.379,-45.6893,Pains
pai pedro,MG,-15.3425,-43.1811,Pai Pedro
paiva,MG,-21.2827,-43.4238,Paiva
palma,MG,-21.4236,-42.3332,Palma
palmopolis,MG,-16.7763,-40.3702,Palmópolis
papagaios,MG,-19.3822,-44.6906,Papagaios
paracatu,MG,-17.1769,-46.88,Paracatu
para de minas,MG,-19.8225,-44.5805,Pará De Minas
paraguacu,MG,-21.564,-45.7501,Paraguaçu
paraisopolis,MG,-22.5821,-45.8271,Paraisópolis
paraopeba,MG,-19.2877,-44.4585,Paraopeba
passabem,MG,-19.3465,-43.1891,Passabém
passa quatro,MG,-22.4,-44.9592,Passa Quatro
passa tempo,MG,-20.6346,-44.4751,Passa Tempo
passa vinte,MG,-22.1733,-44.2506,Passa Vinte
passos,MG,-20.7292,-46.6291,Passos
patis,MG,-16.0662,-44.1162,Patis
patos de minas,MG,-18.5582,-46.5255,Patos De Minas
patrocinio,MG,-18.9656,-47.0606,Patrocínio
patrocinio do muriae,MG,-21.1615,-42.2556,Patrocínio Do Muriaé
paula candido,MG,-20.8659,-42.9909,Paula Cândido
paulistas,MG,-18.447,-42.8709,Paulistas
pavao,MG,-17.4785,-41.0686,Pavão
pecanha,MG,-18.544,-42.5095,Peçanha
pedra azul,MG,-15.9752,-41.2199,Pedra Azul
pedra bonita,MG,-20.4642,-42.3772,Pedra Bonita
pedra do anta,MG,-20.5833,-42.7234,Pedra Do Anta
pedra do indaia,MG,-20.2805,-45.2098,Pedra Do Indaiá
pedra dourada,MG,-20.8298,-42.1622,Pedra Dourada
pedralva,MG,-22.241,-45.4474,Pedralva
pedras de maria da cruz,MG,-15.6351,-44.3133,Pedras De Maria Da Cruz
pedrinopolis,MG,-19.1791,-47.5145,Pedrinópolis
pedro leopoldo,MG,-19.6263,-44.0246,Pedro Leopoldo
pedro teixeira,MG,-21.7408,-43.7306,Pedro Teixeira
pequeri,MG,-21.8012,-43.1411,Pequeri
pequi,MG,-19.5892,-44.6313,Pequi
perdigao,MG,-19.9257,-45.0653,Perdigão
perdizes,MG,-19.3576,-47.1516,Perdizes
perdoes,MG,-21.0668,-45.0644,Perdões
periquito,MG,-19.0781,-42.231,Periquito
pescador,MG,-18.316,-41.5591,Pescador
piau,MG,-21.4925,-43.3064,Piau
piedade de caratinga,MG,-19.7692,-42.0499,Piedade De Caratinga
piedade de ponte nova,MG,-20.2323,-42.7097,Piedade De Ponte Nova
piedade do rio grande,MG,-21.4841,-44.1684,Piedade Do Rio Grande
piedade dos gerais,MG,-20.4803,-44.2412,Piedade Dos Gerais
pimenta,MG,-20.5272,-45.8323,Pimenta
pingo-d'agua,MG,-19.7421,-42.4238,Pingo-D'água
pintopolis,MG,-16.0475,-45.2193,Pintópolis
piracema,MG,-20.514,-44.4136,Piracema
pirajuba,MG,-19.9386,-48.6837,Pirajuba
piranga,MG,-20.6354,-43.2965,Piranga
pirangucu,MG,-22.5629,-45.5201,Piranguçu
piranguinho,MG,-22.3704,-45.5898,Piranguinho
pirapetinga,MG,-21.6689,-42.3604,Pirapetinga
pirapora,MG,-17.3592,-44.8588,Pirapora
pirauba,MG,-21.2655,-43.0277,Piraúba
pitangui,MG,-19.5852,-44.9052,Pitangui
piumhi,MG,-20.441,-46.063,Piumhi
planura,MG,-20.0665,-48.6432,Planura
poco fundo,MG,-21.7963,-46.0158,Poço Fundo
pocos de caldas,MG,-21.773,-46.5335,Poços De Caldas
pocrane,MG,-19.5728,-41.5524,Pocrane
pompeu,MG,-19.0736,-44.9356,Pompéu
ponte nova,MG,-20.3892,-42.911,Ponte Nova
ponto chique,MG,-16.6335,-44.9596,Ponto Chique
ponto dos volantes,MG,-16.8339,-41.4544,Ponto Dos Volantes
porteirinha,MG,-15.7153,-43.1272,Porteirinha
porto firme,MG,-20.6595,-43.0855,Porto Firme
pote,MG,-17.8112,-41.7624,Poté
pouso alegre,MG,-22.2282,-45.9093,Pouso Alegre
pouso alto,MG,-22.1677,-44.9465,Pouso Alto
prados,MG,-21.1093,-44.0568,Prados
prata,MG,-19.3792,-49.0023,Prata
pratapolis,MG,-20.7853,-46.8401,Pratápolis
pratinha,MG,-19.753,-46.3835,Pratinha
presidente bernardes,MG,-20.77,-43.1754,Presidente Bernardes
presidente juscelino,MG,-18.7188,-44.0879,Presidente Juscelino
presidente kubitschek,MG,-18.6482,-43.5671,Presidente Kubitschek
presidente olegario,MG,-18.2229,-46.4211,Presidente Olegário
alto jequitiba,MG,-20.4457,-41.9575,Alto Jequitibá
prudente de morais,MG,-19.465,-44.1181,Prudente De Morais
quartel geral,MG,-19.2733,-45.6149,Quartel Geral
queluzito,MG,-20.7259,-43.8919,Queluzito
raposos,MG,-19.9693,-43.7868,Raposos
raul soares,MG,-20.0317,-42.3826,Raul Soares
recreio,MG,-21.5204,-42.4257,Recreio
reduto,MG,-20.2329,-41.9347,Reduto
resende costa,MG,-20.8442,-44.285,Resende Costa
resplendor,MG,-19.1996,-41.1362,Resplendor
ressaquinha,MG,-21.0903,-43.7778,Ressaquinha
riachinho,MG,-16.2337,-45.9261,Riachinho
riacho dos machados,MG,-16.0395,-43.0171,Riacho Dos Machados
ribeirao das neves,MG,-19.7582,-44.0689,Ribeirão Das Neves
ribeirao vermelho,MG,-21.1538,-45.0758,Ribeirão Vermelho
rio acima,MG,-20.0982,-43.7708,Rio Acima
rio casca,MG,-20.1127,-42.6734,Rio Casca
rio doce,MG,-20.1988,-42.8826,Rio Doce
rio do prado,MG,-16.6684,-40.5771,Rio Do Prado
rio espera,MG,-20.8461,-43.5174,Rio Espera
rio manso,MG,-20.2463,-44.3513,Rio Manso
rio novo,MG,-21.4758,-43.1542,Rio Novo
rio paranaiba,MG,-19.2192,-46.2946,Rio Paranaíba
rio pardo de minas,MG,-15.7059,-42.5589,Rio Pardo De Minas
rio piracicaba,MG,-19.9636,-43.1497,Rio Piracicaba
rio pomba,MG,-21.245,-43.1761,Rio Pomba
rio preto,MG,-22.0183,-43.8674,Rio Preto
rio vermelho,MG,-18.2588,-43.0479,Rio Vermelho
ritapolis,MG,-20.9994,-44.3623,Ritápolis
rochedo de minas,MG,-21.6388,-43.0353,Rochedo De Minas
rodeiro,MG,-21.2116,-42.8436,Rodeiro
romaria,MG,-18.8919,-47.5515,Romaria
rosario da limeira,MG,-20.9808,-42.5187,Rosário Da Limeira
rubelita,MG,-16.3544,-42.2026,Rubelita
rubim,MG,-16.4588,-40.4934,Rubim
sabara,MG,-19.8448,-43.7782,Sabará
sabinopolis,MG,-18.626,-43.0571,Sabinópolis
sacramento,MG,-19.8849,-47.2857,Sacramento
salinas,MG,-16.0743,-42.1814,Salinas
salto da divisa,MG,-16.0703,-40.0436,Salto Da Divisa
santa barbara,MG,-20.0203,-43.4405,Santa Bárbara
santa barbara do leste,MG,-19.9333,-42.0879,Santa Bárbara Do Leste
santa barbara do monte verde,MG,-21.9758,-43.6862,Santa Bárbara Do Monte Verde
santa barbara do tugurio,MG,-21.2462,-43.5403,Santa Bárbara Do Tugúrio
santa cruz de minas,MG,-21.1196,-44.2232,Santa Cruz De Minas
santa cruz de salinas,MG,-16.0558,-41.8043,Santa Cruz De Salinas
santa cruz do escalvado,MG,-20.2286,-42.8303,Santa Cruz Do Escalvado
santa efigenia de minas,MG,-18.8451,-42.4029,Santa Efigênia De Minas
santa fe de minas,MG,-16.6959,-45.5283,Santa Fé De Minas
santa helena de minas,MG,-16.8989,-40.6452,Santa Helena De Minas
santa juliana,MG,-19.3704,-47.5316,Santa Juliana
santa luzia,MG,-19.7301,-43.8199,Santa Luzia
santa margarida,MG,-20.4288,-42.2555,Santa Margarida
santa maria de itabira,MG,-19.4325,-43.035,Santa Maria De Itabira
santa maria do salto,MG,-16.3134,-40.1197,Santa Maria Do Salto
santa maria do suacui,MG,-18.2495,-42.3195,Santa Maria Do Suaçuí
santana da vargem,MG,-21.273,-45.4883,Santana Da Vargem
santana de cataguases,MG,-21.2631,-42.5721,Santana De Cataguases
santana de pirapama,MG,-18.9189,-43.9621,Santana De Pirapama
santana do deserto,MG,-21.9273,-43.175,Santana Do Deserto
santana do garambeu,MG,-21.6286,-44.0603,Santana Do Garambéu
santana do jacare,MG,-20.8868,-45.0689,Santana Do Jacaré
santana do manhuacu,MG,-20.0247,-41.8961,Santana Do Manhuaçu
santana do paraiso,MG,-19.3828,-42.5334,Santana Do Paraíso
santana do riacho,MG,-19.1624,-43.6948,Santana Do Riacho
santana dos montes,MG,-20.7902,-43.6654,Santana Dos Montes
santa rita de caldas,MG,-22.007,-46.2678,Santa Rita De Caldas
santa rita de jacutinga,MG,-22.1071,-44.1108,Santa Rita De Jacutinga
santa rita de minas,MG,-19.8766,-42.1294,Santa Rita De Minas
santa rita de ibitipoca,MG,-21.5571,-43.9472,Santa Rita De Ibitipoca
santa rita do itueto,MG,-19.4247,-41.4058,Santa Rita Do Itueto
santa rita do sapucai,MG,-22.2464,-45.6773,Santa Rita Do Sapucaí
santa rosa da serra,MG,-19.5338,-45.9807,Santa Rosa Da Serra
santa vitoria,MG,-19.0751,-50.3574,Santa Vitória
santo antonio do amparo,MG,-20.9128,-44.9464,Santo Antônio Do Amparo
santo antonio do aventureiro,MG,-21.7449,-42.8093,Santo Antônio Do Aventureiro
santo antonio do grama,MG,-20.3177,-42.6162,Santo Antônio Do Grama
santo antonio do itambe,MG,-18.4994,-43.2563,Santo Antônio Do Itambé
santo antonio do jacinto,MG,-16.511,-40.2852,Santo Antônio Do Jacinto
santo antonio do monte,MG,-20.0812,-45.2971,Santo Antônio Do Monte
santo antonio do retiro,MG,-15.2698,-42.6631,Santo Antônio Do Retiro
santo antonio do rio abaixo,MG,-19.2468,-43.2397,Santo Antônio Do Rio Abaixo
santo hipolito,MG,-18.3888,-44.1796,Santo Hipólito
santos dumont,MG,-21.4692,-43.5375,Santos Dumont
sao bento abade,MG,-21.5608,-45.0721,São Bento Abade
sao bras do suacui,MG,-20.6233,-43.9679,São Brás Do Suaçuí
sao domingos das dores,MG,-19.5185,-42.0348,São Domingos Das Dores
sao domingos do prata,MG,-19.8941,-42.8718,São Domingos Do Prata
sao felix de minas,MG,-18.5682,-41.4338,São Félix De Minas
sao francisco,MG,-15.8884,-44.7831,São Francisco
sao francisco de paula,MG,-20.7151,-44.9781,São Francisco De Paula
sao francisco de sales,MG,-19.7712,-49.8852,São Francisco De Sales
sao francisco do gloria,MG,-20.7764,-42.2971,São Francisco Do Glória
sao geraldo,MG,-20.9021,-42.8322,São Geraldo
sao geraldo da piedade,MG,-18.888,-42.3053,São Geraldo Da Piedade
sao geraldo do baixio,MG,-18.9138,-41.3651,São Geraldo Do Baixio
sao goncalo do abaete,MG,-18.195,-45.5829,São Gonçalo Do Abaeté
sao goncalo do para,MG,-19.9645,-44.8594,São Gonçalo Do Pará
sao goncalo do rio abaixo,MG,-19.8272,-43.3062,São Gonçalo Do Rio Abaixo
sao goncalo do sapucai,MG,-21.8882,-45.6164,São Gonçalo Do Sapucaí
sao gotardo,MG,-19.365,-45.9865,São Gotardo
sao joao batista do gloria,MG,-20.5486,-46.4457,São João Batista Do Glória
sao joao da lagoa,MG,-16.8312,-44.299,São João Da Lagoa
sao joao da mata,MG,-21.9371,-45.9448,São João Da Mata
sao joao da ponte,MG,-15.8828,-43.8518,São João Da Ponte
sao joao das missoes,MG,-14.9145,-44.1959,São João Das Missões
sao joao del rei,MG,-21.2408,-44.269,São João Del Rei
sao joao do manhuacu,MG,-20.3565,-42.1528,São João Do Manhuaçu
sao joao do manteninha,MG,-18.7381,-41.1556,São João Do Manteninha
sao joao do oriente,MG,-19.3399,-42.1773,São João Do Oriente
sao joao do pacui,MG,-16.5428,-44.5104,São João Do Pacuí
sao joao do paraiso,MG,-15.3372,-41.9682,São João Do Paraíso
sao joao evangelista,MG,-18.5139,-42.7812,São João Evangelista
sao joao nepomuceno,MG,-21.5718,-43.0132,São João Nepomuceno
sao joaquim de bicas,MG,-20.0547,-44.2462,São Joaquim De Bicas
sao jose da barra,MG,-20.7618,-46.2605,São José Da Barra
sao jose da lapa,MG,-19.6973,-43.9915,São José Da Lapa
sao jose da safira,MG,-18.3381,-42.1255,São José Da Safira
sao jose da varginha,MG,-19.6796,-44.5436,São José Da Varginha
sao jose do alegre,MG,-22.3201,-45.5118,São José Do Alegre
sao jose do divino,MG,-18.3987,-41.3677,São José Do Divino
sao jose do goiabal,MG,-19.9258,-42.6947,São José Do Goiabal
sao jose do jacuri,MG,-18.2286,-42.6687,São José Do Jacuri
sao jose do mantimento,MG,-20.023,-41.7639,São José Do Mantimento
sao lourenco,MG,-22.1109,-45.0281,São Lourenço
sao miguel do anta,MG,-20.7312,-42.698,São Miguel Do Anta
sao pedro da uniao,MG,-21.1157,-46.6315,São Pedro Da União
sao pedro dos ferros,MG,-20.0738,-42.5634,São Pedro Dos Ferros
sao pedro do suacui,MG,-18.3495,-42.6045,São Pedro Do Suaçuí
sao romao,MG,-16.3616,-45.4029,São Romão
sao roque de minas,MG,-20.1791,-46.5031,São Roque De Minas
sao sebastiao da bela vista,MG,-22.1583,-45.7924,São Sebastião Da Bela Vista
sao sebastiao da vargem alegre,MG,-21.0096,-42.6007,São Sebastião Da Vargem Alegre
sao sebastiao do anta,MG,-19.4953,-41.9522,São Sebastião Do Anta
sao sebastiao do maranhao,MG,-18.0401,-42.5372,São Sebastião Do Maranhão
sao sebastiao do oeste,MG,-20.2588,-45.0522,São Sebastião Do Oeste
sao sebastiao do paraiso,MG,-20.9047,-46.9975,São Sebastião Do Paraíso
sao sebastiao do rio preto,MG,-19.3018,-43.2246,São Sebastião Do Rio Preto
sao sebastiao do rio verde,MG,-22.2138,-45.0291,São Sebastião Do Rio Verde
sao tiago,MG,-20.9205,-44.5607,São Tiago
sao tomas de aquino,MG,-20.7816,-47.1315,São Tomás De Aquino
sao tome das letras,MG,-21.7356,-44.9696,São Tomé Das Letras
sao vicente de minas,MG,-21.6748,-44.4622,São Vicente De Minas
